city,country,lat,lng
Patsanda,India,24.858,86.3008
Chandankiāri,India,23.5781,86.3598
Ozieri,Italy,40.5849,9.0033
Karghar,India,25.1267,83.9274
Vigonovo,Italy,45.3852,12.0074
Carregal do Sal,Portugal,40.4333,-8.0
Touwu,Taiwan,24.5833,120.85
Tekit,Mexico,20.5322,-89.3314
Aramari,Brazil,-12.0819,-38.4989
Cachipay,Colombia,4.7308,-74.4375
Fürstenau,Germany,52.5167,7.6667
Osthofen,Germany,49.7078,8.3289
Tolmezzo,Italy,46.4,13.0167
Picnic Point,United States,47.8744,-122.3077
Parkes,Australia,-33.1333,148.1667
Heilsbronn,Germany,49.3167,10.8
Sieverne,Ukraine,48.0858,38.6942
Iraiyūr,India,11.7834,79.197
Pushpattūr,India,10.5438,77.41
Terku Narippaiyūr,India,9.1167,78.4188
Bīrpur Bārāpatti Pindraun,India,26.5475,86.3898
Etchojoa,Mexico,26.8667,-109.65
Marathon,United States,24.7263,-81.0374
Mudgee,Australia,-32.6125,149.5872
Kodivalasa,India,13.2547,79.4249
Kamikita-kita,Japan,40.736,140.956
Bad Liebenzell,Germany,48.7742,8.7314
Mirleft,Morocco,29.6081,-9.9698
College Place,United States,46.0419,-118.3878
Basso,Benin,10.5,3.6833
Toudja,Algeria,36.75,4.9
Gangāpur Athar,India,25.8214,85.7123
Berilo,Brazil,-16.9519,-42.4658
Nisarpur,India,22.1088,74.8078
Ḩeşārcheh-ye Pā’īn,Iran,38.18,56.45
Kusugal,India,15.3667,75.2167
Bouabout,Morocco,31.2667,-9.1833
Guia Lopes da Laguna,Brazil,-21.4578,-56.1142
Le Rheu,France,48.1028,-1.7942
Jixian,China,35.7321,107.9731
Pithaura,India,26.262,87.0983
Baragaon,India,25.1348,85.432
Nödinge-Nol,Sweden,57.9,12.0667
Ech Chaïbat,Morocco,31.6,-7.85
Erdőkertes,Hungary,47.6749,19.3158
Amjhār,India,25.0641,84.5591
Nāgulapādu,India,16.0634,80.3395
Castelletto sopra Ticino,Italy,45.7167,8.6333
Mogoşoaia,Romania,44.5333,26.0
San Vicente,Ecuador,-1.9082,-79.2486
Uniontown,United States,39.8993,-79.7246
Chavusy,Belarus,53.8075,30.9714
Píllaro,Ecuador,-1.1667,-78.5333
Indūrti,India,18.2233,79.1355
Morrovalle,Italy,43.3146,13.5806
Nong Wua So,Thailand,17.1626,102.5727
Matadepera,Spain,41.6036,2.0244
Caldicot,United Kingdom,51.591,-2.7492
Gorha,India,26.2267,86.9349
Oulad ’Azzouz,Morocco,32.703,-6.766
Tsarevo,Bulgaria,42.1669,27.85
Serafimovskiy,Russia,54.4167,53.7833
Capitola,United States,36.9773,-121.9537
General Alvear,Argentina,-36.0333,-60.0167
Socotá,Colombia,6.05,-72.6333
Selfoss,Iceland,63.9333,-21.0
DeRidder,United States,30.8468,-93.2931
Apiúna,Brazil,-27.0358,-49.39
San Juan del Puerto,Spain,37.3167,-6.8333
Chuhal,India,31.595,75.9684
Bauska,Latvia,56.4067,24.1875
Kouarfa,Benin,10.4833,1.5167
Kostrzyń,Poland,52.3942,17.2222
Santa Bárbara,Venezuela,9.6,-63.6
Frouzins,France,43.5172,1.3256
Aurāhi,India,26.0355,86.7467
Basāpatna,India,15.4302,76.4869
Pasupatikovil,India,10.8893,79.1795
Samabouro,Mali,12.8586,-5.5061
Pechory,Russia,57.8167,27.6167
Sasaima,Colombia,4.965,-74.4347
Magstadt,Germany,48.7422,8.965
Nūrpur,India,32.3,75.9
Kalas,India,15.0981,75.4067
Jerissa,Tunisia,35.85,8.6333
San Sebastián,Colombia,1.8439,-76.7717
Vlist,Netherlands,51.9867,4.7889
Banino,Poland,54.3933,18.4083
London Colney,United Kingdom,51.726,-0.3
Pālkot,India,22.8748,84.6433
San Vendemiano,Italy,45.8914,12.3389
Grey Highlands,Canada,44.3333,-80.5
Lorgues,France,43.4949,6.3612
Dumri,India,25.735,84.8762
Gangaur,India,26.5666,85.8821
Sorab,India,14.3814,75.0918
Kinhālu,India,15.4431,76.1397
Kalyānpur,India,26.4802,84.1789
Paravāda,India,17.6283,83.0793
Ban Mae Sam Laep,Thailand,17.975,97.7392
Belitsa,Bulgaria,41.95,23.5667
Bernay,France,49.09,0.6
Kīl Vālūr,India,10.7659,79.7419
Keshwāri,India,24.1878,85.8411
Bergambacht,Netherlands,51.9328,4.7936
Hönow,Germany,52.5483,13.6378
Devikāpuram,India,12.4744,79.3475
Mānushmuria,India,22.2808,86.7386
Djangoa,Madagascar,-13.7981,48.3365
Olmos,Peru,-5.9847,-79.7453
Drezdenko,Poland,52.8333,15.8333
Rasht,Tajikistan,39.0167,70.3833
Altlandsberg,Germany,52.5667,13.7331
Mae O,Thailand,19.65,99.8333
Portet-sur-Garonne,France,43.5231,1.4067
Thomaston,United States,32.8907,-84.3272
Currumbin,Australia,-28.1575,153.4686
Everswinkel,Germany,51.925,7.8478
Velpūru,India,16.1775,80.7425
Imlil,Morocco,31.7567,-7.0106
Pisac,Peru,-13.4242,-71.8578
Sukhsena,India,25.6881,87.1194
Boscotrecase,Italy,40.7833,14.4667
Reşadiye,Turkey,40.3914,37.3383
Altmünster,Austria,47.9014,13.7514
Silvārpatti,India,10.4473,77.9086
Khathjari,India,24.7046,81.9891
Santa Rosa,Brazil,-29.1333,-49.7167
Dangcheng,China,39.5034,94.8879
Dangchengwan,China,39.5161,94.8728
Hawera,New Zealand,-39.589,174.282
Łobez,Poland,53.6333,15.6167
Bukowno,Poland,50.2681,19.4631
Tarusa,Russia,54.7333,37.1833
Veppattūr,India,11.0154,79.4344
Kominato,Japan,40.9259,140.9559
Pleasant Valley,United States,41.7697,-73.8049
Ézanville,France,49.0286,2.3617
Trescore Balneario,Italy,45.7,9.85
Bagnolo in Piano,Italy,44.7644,10.6736
Aïne Draham,Tunisia,36.7833,8.7
Choppington,United Kingdom,55.145,-1.601
Chak Thāt,India,25.7347,86.034
Bāg,India,22.359,74.7905
El Roble,Colombia,9.1,-75.2
Köngen,Germany,48.6819,9.3667
Cosne sur Loire,France,47.4122,2.9275
Pasewalk,Germany,53.5,14.0
Bockenem,Germany,52.0117,10.1319
Bamora,India,24.0554,78.0893
Valpovo,Croatia,45.65,18.4167
Ghāriyah al Gharbīyah,Syria,32.6869,36.2253
Tottington,United Kingdom,53.613,-2.339
Kotli Ablu,India,30.3504,74.7868
Gökçeada,Turkey,40.1608,25.8444
Eagle Point,United States,42.4677,-122.8016
Jhitkahiyā,India,26.786,84.8858
Alagarai,India,10.9826,78.3891
Koini,India,26.4226,84.5147
Kiban,Mali,13.5767,-7.3528
Helston,United Kingdom,50.1,-5.27
Ronda Alta,Brazil,-27.7669,-52.8019
Bourg-de-Péage,France,45.0386,5.0508
Dodworth,United Kingdom,53.5417,-1.5214
Charne,India,26.1185,87.0754
Gangania,India,25.2395,86.6536
Štúrovo,Slovakia,47.7992,18.7181
Frankfort Square,United States,41.5219,-87.8031
Nueva Toltén,Chile,-39.1786,-73.1656
San Fernando,Colombia,9.2797,-74.5339
San Fernando,Colombia,9.2683,-74.5302
Saint-Lys,France,43.515,1.1783
Bavānāt,Iran,30.4717,53.6261
Alden,United States,42.9114,-78.5211
Laubach,Germany,50.5333,8.99
Muddanūru,India,14.6667,78.4
Biei,Japan,43.5833,142.4667
Nallamadu,India,16.8802,81.3549
Rāmnagar Bankat,India,26.7595,84.6122
Repatriación,Paraguay,-25.5352,-55.9924
Quilombo,Brazil,-26.7258,-52.7208
Oberstdorf,Germany,47.4167,10.2833
Jalālpur,India,26.0433,84.5041
Semri,India,25.6246,85.7672
Derazhnia,Ukraine,49.2667,27.4333
Oulunsalo,Finland,64.9333,25.4167
Neshannock,United States,41.0509,-80.352
Sedona,United States,34.8581,-111.7941
Xincun,China,27.6718,103.8699
Immingham,United Kingdom,53.6139,-0.2183
Manalūrpettai,India,12.0079,79.0918
Cittanova,Italy,38.35,16.0833
Farako,Mali,11.3583,-6.5797
Decatur,United States,40.8286,-84.9277
Urdorf,Switzerland,47.3867,8.4278
Valsequillo de Gran Canaria,Spain,28.0,-15.4667
Pakri,India,25.5876,85.158
Vālāntaravai,India,9.339,78.8871
Tesalia,Colombia,2.4833,-75.7333
Zuyevka,Russia,58.4,51.15
Ii,Finland,65.3167,25.3667
Vnukovo,Russia,55.5997,37.28
Pepinster,Belgium,50.5662,5.8038
Buñol,Spain,39.4194,-0.7906
Rute,Spain,37.3167,-4.3667
Wölfersheim,Germany,50.3975,8.8114
Karankot,India,17.2866,77.5644
Perket,India,18.7942,78.3068
Sugbongkogon,Philippines,8.95,124.78
Puerto Tirol,Argentina,-27.3667,-59.0667
Zell am See,Austria,47.3167,12.8
Montemarciano,Italy,43.6399,13.3104
Worpswede,Germany,53.2222,8.9278
Mahīnāthpur,India,26.6554,86.0674
Barracão,Brazil,-26.2539,-53.6328
Aytré,France,46.1347,-1.1133
Agatogba,Benin,6.4,1.9
Wald,Switzerland,47.2753,8.9144
Kanchanpur,India,24.6096,84.2361
Jaisinghnagar,India,23.6858,81.3909
Kāttāgaram,India,12.411,78.3153
Madera Acres,United States,37.0123,-120.0799
Pavlikeni,Bulgaria,43.2375,25.3074
Figeac,France,44.6086,2.0317
Great Billing,United Kingdom,52.2577,-0.8222
Salkhua,India,25.6677,86.6002
Gangūru,India,16.475,80.7411
Pobiedziska,Poland,52.4947,17.2672
Ncora,South Africa,-31.7938,27.7579
Mahomet,United States,40.1888,-88.3901
Dassel,Germany,51.8033,9.6903
Erravaram,India,17.5458,82.8433
Kolnūr,India,18.5095,79.426
Aramangalam,India,11.5843,76.0001
Washington,United States,35.5586,-77.0545
Guaraciaba,Brazil,-20.5708,-43.0078
Xiba,China,40.1645,98.7521
Shepperton,United Kingdom,51.39,-0.46
Fultondale,United States,33.6174,-86.8014
Gorom-Gorom,Burkina Faso,14.45,-0.2333
Dhamsāin,India,26.0938,86.2541
Mesetas,Colombia,3.3781,-74.0447
Twist,Germany,52.6167,7.0333
Sant’Egidio alla Vibrata,Italy,42.8333,13.7167
Fairview,United States,35.9815,-87.1291
Sankt Johann in Tirol,Austria,47.5225,12.4256
Jagatpur,India,26.3738,86.0509
Chegurumomadi,India,18.2361,79.1974
Grigiškės,Lithuania,54.6694,25.0917
Glencoe,New Zealand,-46.192,168.646
Włoszczowa,Poland,50.8542,19.9669
Sātulūru,India,16.2541,80.1214
Shāhganj,India,22.8467,77.798
Maisenhausen,Germany,50.0167,9.0
Ambinanintromby,Madagascar,-21.6729,47.524
Ghabrah,Syria,34.5371,40.9111
Dubliany,Ukraine,49.8961,24.0925
Keokuk,United States,40.4095,-91.4031
Visselhövede,Germany,52.9667,9.5833
Giesen,Germany,52.2,9.8833
Tsaramasoandro,Madagascar,-17.9606,47.2147
Liesveld,Netherlands,51.9156,4.8456
Mount Airy,United States,39.3742,-77.1534
Hacarí,Colombia,8.3167,-73.15
La Farlède,France,43.1686,6.0436
Urlāha,India,25.744,87.0929
Yamaguchi,Japan,33.1833,129.95
Beiuş,Romania,46.65,22.35
Puerto Nariño,Colombia,-3.7733,-70.3819
Dulce Nombre de Jesús,Costa Rica,10.0838,-83.981
Undavalli,India,16.4957,80.58
Dhanwāda,India,16.65,77.6667
Ħamrun,Malta,35.8861,14.4894
Basavilbaso,Argentina,-32.3667,-58.8833
Andrainjato,Madagascar,-21.4683,47.1153
Fandrandava,Madagascar,-21.521,47.244
Khorol,Russia,44.4289,132.0742
Ban Mae Chedi,Thailand,19.1833,99.5167
Sirdala,India,24.6559,85.4092
Hunasamaranhalli,India,13.1435,77.62
Ribeirão do Largo,Brazil,-15.4589,-40.7389
Ciudad Cuauhtémoc,Mexico,21.2833,-98.3667
Morrisville,United States,40.2074,-74.78
Cobham,United Kingdom,51.329,-0.409
Redentora,Brazil,-27.6639,-53.6378
Südlohn,Germany,51.9436,6.8664
Raynes Park,United Kingdom,51.4033,-0.2321
Chausa,India,25.5149,83.897
Murungattoluvu,India,11.1651,77.6411
Vidor,United States,30.1291,-93.9967
Tanaina,United States,61.6576,-149.4263
Arden Hills,United States,45.0721,-93.167
Ghusiya,India,25.1832,84.2486
Motīpur,India,25.8159,86.014
Birżebbuġa,Malta,35.8256,14.5281
Novgorodskoye,Ukraine,48.3319,37.8364
Monett,United States,36.9218,-93.9278
Semmarikulan,India,8.4815,77.9972
Quiculungo,Angola,-8.5167,15.3167
Calca,Peru,-13.323,-71.956
Chadan,Russia,51.2833,91.5833
Tyukalinsk,Russia,55.8667,72.2
Bou Nouh,Algeria,36.5,3.9333
Foix,France,42.9664,1.6078
Kaithinia,India,26.2317,86.2817
Sidi Ahmed El Khadir,Morocco,32.5167,-7.3833
Bom Jesus da Serra,Brazil,-14.3719,-40.5039
Lágos,Greece,41.0667,24.9833
Gambolò,Italy,45.2586,8.8647
Non Sung,Thailand,15.1801,102.2569
Merville,France,50.6444,2.6411
Moyogalpa,Nicaragua,11.5333,-85.7
Keansburg,United States,40.4469,-74.1315
Alto Piquiri,Brazil,-24.0278,-53.4408
Feyzin,France,45.673,4.859
Rangasamudram,India,13.714,78.2645
San Giorgio del Sannio,Italy,41.0667,14.85
Hetane,Morocco,32.8403,-6.8025
Middleton,United States,42.6043,-71.0164
San Pedro,Chile,-33.8944,-71.4558
Shifnal,United Kingdom,52.665,-2.373
Kusumha,India,25.1859,85.9234
Hadiāya,India,30.3413,75.5117
East St. Paul,Canada,49.9772,-97.0103
Nova Floresta,Brazil,-6.455,-36.2028
Sauk Village,United States,41.4906,-87.5706
Rāmpur,India,25.8864,86.9547
Atlapadu,India,16.8877,81.6772
Grand-Couronne,France,49.3583,1.0081
Drăgăneşti-Olt,Romania,44.1697,24.53
Chiang Klang,Thailand,19.2938,100.8617
Seforong,Lesotho,-30.1028,28.1864
Karattuppālaiyam,India,11.4402,77.3575
Elambalūr,India,11.2669,78.8816
Zāhed Shahr,Iran,28.7461,53.8039
Terralba,Italy,39.7197,8.6363
Primavera,Brazil,-0.9428,-47.1158
Oberhausen-Rheinhausen,Germany,49.2606,8.485
Sniatyn,Ukraine,48.45,25.5667
Sandy Hook,United States,41.4128,-73.244
Oudenburg,Belgium,51.1833,3.0
Ledegem,Belgium,50.85,3.1167
Tayakou,Benin,10.55,1.2
Bareh,India,26.6786,78.1887
Kakkat,India,12.1998,75.2024
Tivim,India,15.6,73.8
Idanha-a-Nova,Portugal,39.9197,-7.2367
Lisbon,United States,44.0265,-70.09
Hartland,United States,43.1029,-88.3396
Beverly Hills,United States,28.9176,-82.4542
Moravská Třebová,Czechia,49.7581,16.6642
Mahuver,India,21.0081,72.8681
Aghbalou Aqourar,Morocco,33.9341,-4.7381
Carnaubais,Brazil,-5.3408,-36.8328
Mikhaylovsk,Russia,56.45,59.1333
South Amboy,United States,40.4852,-74.2831
Tellār,India,12.4011,79.553
Panganiban,Philippines,13.9,124.3
Portland,Australia,-38.3333,141.6
Estavayer-le-Lac,Switzerland,46.85,6.8472
Qahjāvarestān,Iran,32.7044,51.8336
Kem,Russia,64.95,34.5833
New Square,United States,41.141,-74.0294
Wijnegem,Belgium,51.2272,4.52
Rafelbuñol,Spain,39.5922,-0.3342
Léguevin,France,43.5997,1.2339
Haraiyā,India,27.09,85.09
Aqadyr,Kazakhstan,48.2749,72.8599
Haraiyā,Nepal,27.09,85.09
Ayvacık,Turkey,39.6011,26.4047
Kottampatti,India,10.6705,77.0194
Sundarapāndiyam,India,9.6127,77.6738
Poggio Renatico,Italy,44.765,11.4833
Zengjia Taizi,China,32.1263,109.4692
Zengjiaba,China,32.1114,109.4603
Pinos Puente,Spain,37.25,-3.75
Lāpangā,India,23.6333,85.377
Lambertville,United States,41.7484,-83.6244
Skidal’,Belarus,53.5833,24.25
Vitorino,Brazil,-26.2769,-52.7839
Wakoro,Mali,12.5994,-6.69
Lykóvrysi,Greece,38.0667,23.7833
Tiruvengadam,India,9.2586,77.6748
Ranomafana,Madagascar,-21.2592,47.4544
Kokologo,Burkina Faso,12.1833,-1.8833
Periyapuliyūr,India,11.4296,77.6309
Kannāndahalli,India,12.4164,78.3803
Vanipenta,India,14.7906,78.7805
Croydon,United States,40.0911,-74.8975
Lovendegem,Belgium,51.1,3.6
Punnavalli,India,16.4062,80.401
Bararam,India,26.1572,84.3627
Belsara,India,26.0152,87.2023
Rāmpura,India,14.881,76.7814
Sovata,Romania,46.5961,25.0744
Mount Evelyn,Australia,-37.783,145.385
Saint-Jean-d’Illac,France,44.8106,-0.7825
Pipra Dewās,India,25.4636,86.0236
Āttūrkuppam,India,12.6,78.5423
Madhubani,India,27.0001,84.104
Sturgeon Bay,United States,44.8228,-87.366
Purkersdorf,Austria,48.2092,16.1792
Eksjö,Sweden,57.6667,14.95
Polorós,El Salvador,13.5844,-87.8411
Hemau,Germany,49.0519,11.7828
Wadgira,India,16.5858,77.098
Tungāvi,India,10.6263,77.3294
Genemuiden,Netherlands,52.6244,6.0397
Huari,Peru,-9.3689,-77.2369
Cherepanovo,Russia,54.2333,83.3667
Ruzayevka,Russia,54.0667,44.9333
Chilanga,El Salvador,13.7167,-88.1167
Sirka,Togo,9.5719,1.3183
McCordsville,United States,39.8966,-85.9208
Imías,Cuba,20.0694,-74.6314
Asuke,Japan,35.134,137.1454
Zafargarh,India,17.7686,79.4859
Pāra,India,23.52,86.52
Morehead City,United States,34.7308,-76.7388
Pai Bigha,India,25.0511,84.9226
Butler,United States,41.0358,-75.9798
Kokoszki,Poland,54.3541,18.4915
Neu Bleckede,Germany,53.3,10.7333
Celldömölk,Hungary,47.2557,17.1491
Latteri,India,12.9712,79.0685
Wittenbach,Switzerland,47.4667,9.3795
Belalcázar,Colombia,5.0,-75.8167
Saint-Amand-Montrond,France,46.7,2.51
Gorgāb,Iran,32.8661,51.5972
Loreto,Philippines,10.3586,125.5816
Pakhtaobod,Tajikistan,38.4667,68.1333
Litovel,Czechia,49.7011,17.0761
Brandis,Germany,51.3347,12.6089
Kitee,Finland,62.1,30.1333
Oostzaan,Netherlands,52.4333,4.8833
Sigtuna,Sweden,59.6167,17.7167
Tarashcha,Ukraine,49.55,30.5
Grado,Spain,43.3881,-6.0736
Ban Bueng Kok,Thailand,16.6833,100.0333
Santamāgulūru,India,16.1303,79.9486
Mohdra,India,24.1849,79.9577
Malhārgarh,India,24.2829,74.9902
Velakkuttai,India,12.6519,78.6937
Revel,France,43.4594,2.0047
Raseiniai,Lithuania,55.3797,23.1239
Guifões,Portugal,41.2011,-8.665
Aniva,Russia,46.7167,142.5167
Hoeselt,Belgium,50.85,5.4833
Bohechío,Dominican Republic,18.77,-70.98
Sävja,Sweden,59.8333,17.6833
Kálymnos,Greece,36.99,26.985
Saint-Vith,Belgium,50.2797,6.1275
Jagtiāl,India,18.7895,78.912
Santo Tomás de los Plátanos,Mexico,19.1817,-100.2589
Pueblo Viejo,Mexico,19.179,-100.2984
Canonsburg,United States,40.2643,-80.1867
Stoneham-et-Tewkesbury,Canada,47.1667,-71.4333
Ventania,Brazil,-24.2458,-50.2428
Concordia,Colombia,10.2667,-74.8333
Fuli,Taiwan,23.1333,121.2833
Benkovac,Croatia,44.0344,15.6128
Lentvaris,Lithuania,54.6333,25.05
Amritpur,Nepal,28.1196,81.5965
Radekhiv,Ukraine,50.2828,24.6375
Alfred and Plantagenet,Canada,45.5667,-74.9167
Alberdi,Paraguay,-26.1873,-58.1426
Jennings,United States,30.2233,-92.6582
Pullūru,India,16.8301,80.6226
Pondalūru,India,14.2535,79.2408
Perumbalam,India,9.85,76.3667
Ak-Suu,Kyrgyzstan,42.8092,74.1001
Jibou,Romania,47.2667,23.25
Makri,India,24.386,83.5559
Piprai,India,24.5097,77.9642
Thap Khlo,Thailand,16.16,100.5966
Ban Kang,Thailand,18.5444,98.8889
Ingichka,Uzbekistan,39.7389,65.9922
Lambeth,United Kingdom,51.49,-0.119
Pindra,India,24.9595,80.7879
Crosia,Italy,39.5667,16.7667
Lurate Caccivio,Italy,45.7667,9.0
Mońki,Poland,53.4,22.8
Chuy,Uruguay,-33.6964,-53.46
Saint-Sulpice-la-Pointe,France,43.775,1.6872
Madanpur,India,24.6554,84.5844
Dināra,India,25.4613,78.3205
Ottappidāram,India,8.9127,78.0218
Castellamonte,Italy,45.382,7.7121
Zoudjamé,Benin,6.8167,1.8667
Tuta,Colombia,5.7,-73.2333
Großröhrsdorf,Germany,51.1444,14.0167
Barcs,Hungary,45.96,17.46
Lindesberg,Sweden,59.6024,15.213
Pathāri,India,23.9333,78.2167
Sidi Bousber,Morocco,34.5667,-5.3667
San Gregorio Atzompa,Mexico,19.0224,-98.3445
Inácio Martins,Brazil,-25.5708,-51.0789
Byalynichy,Belarus,53.9956,29.7094
Mākhar,India,25.7693,86.6025
Donabate,Ireland,53.4872,-6.1519
Zumárraga,Spain,43.0831,-2.3167
Tepetlán,Mexico,19.6667,-96.8
Montigny-en-Gohelle,France,50.4286,2.9308
Parmānpur,India,26.1457,87.3122
Laligam,India,12.05,78.15
Velpūru,India,16.1496,79.863
Bithauli,India,26.0219,86.0793
Talachyn,Belarus,54.4167,29.7
Klötze,Germany,52.6263,11.1616
Bondues,France,50.7022,3.0939
Mānrar,India,25.8895,85.0643
Langar,Tajikistan,39.45,69.55
Flossmoor,United States,41.5391,-87.6858
Huachipato,Chile,-36.7481,-73.0986
Schulzendorf,Germany,52.3667,13.5831
San Francisco la Unión,Guatemala,14.9167,-91.5333
Čepin,Croatia,45.5236,18.5633
Picture Rocks,United States,32.3274,-111.2558
Orotina,Costa Rica,9.9024,-84.525
Lower Swatara,United States,40.2188,-76.7602
Bradwell,United Kingdom,52.05,-0.787
Thepaha Rāja Rām,India,26.2229,84.2523
Reddippatti,India,11.21,78.2166
Pareo,India,25.5582,84.8017
Aleşd,Romania,47.0572,22.3969
Karīmpur,India,23.97,88.62
Kishanpūra Kalān,India,30.9337,75.3499
Embalse,Argentina,-32.1833,-64.4167
La Celia,Colombia,5.0019,-76.0039
Canal Winchester,United States,39.8437,-82.8126
Albert,France,50.0028,2.6528
Dundankop,India,16.14,74.81
Kadriye,Turkey,36.85,31.05
Sevilla La Nueva,Spain,40.3475,-4.0286
Pembroke Dock,United Kingdom,51.693,-4.946
Kannamangalam,India,12.7499,79.1518
Dahua,India,24.7742,87.0325
Monserrat,Spain,39.3575,-0.6031
Talapalli,India,18.1158,78.57
Salmānshahr,Iran,36.7058,51.1975
Hillsborough,United States,36.0679,-79.0991
Jucuruçu,Brazil,-16.8428,-40.1589
Bad Breisig,Germany,50.5092,7.2964
Inverell,Australia,-29.7667,151.1167
Brewer,United States,44.7835,-68.7352
Barahbatta,India,25.7727,85.7522
Darnétal,France,49.4453,1.1519
Dandkhora,India,25.5729,87.6472
Palmares Paulista,Brazil,-21.0828,-48.8008
Saint-Doulchard,France,47.1056,2.3575
Hardia,India,25.8657,86.2176
Tiruvambalapuram,India,8.2514,77.7752
Konidena,India,16.0156,80.057
Nova Bassano,Brazil,-28.7239,-51.705
Grimmen,Germany,54.11,13.0414
Dhorgaon,India,25.9545,86.8933
Comala,Mexico,19.3208,-103.7603
Sangonera la Verde,Spain,37.9333,-1.2
Ameskroud,Morocco,30.5308,-9.3283
Lumina,Romania,44.2833,28.5667
Cervelló,Spain,41.3978,1.9578
Tuam,Ireland,53.5167,-8.85
Simrol,India,22.5387,75.9111
Huittinen,Finland,61.175,22.7
Mont-Tremblant,Canada,46.1167,-74.6
Ikkarai Boluvāmpatti,India,10.9669,76.7996
Tirúa,Chile,-38.3414,-73.4911
Akabira,Japan,43.55,142.05
Delčevo,North Macedonia,41.9661,22.7747
Topsham,United States,43.9614,-69.9587
Glenfield,United Kingdom,52.6491,-1.2062
Nanjundāpuram,India,11.0857,76.8726
Kataha,India,26.7159,84.9424
Torihama,Japan,35.6006,135.9406
Sunbury,United States,40.8616,-76.7871
Beltangadi,India,12.9795,75.2699
Ban Dong Mada,Thailand,19.7237,99.7153
Ban Lao Yao,Thailand,18.3667,98.7833
Segorbe,Spain,39.85,-0.4833
Frøn,Norway,59.9347,10.7089
Hockley,United Kingdom,51.6014,0.6363
Bendrahallī,India,12.2642,78.3223
Piploda,India,23.6073,74.942
Kathūrah,India,29.086,76.582
San Lorenzo della Costa,Italy,44.3389,9.1866
Pereshchepyne,Ukraine,49.0167,35.35
Venecia,Costa Rica,10.3357,-84.2859
Fernán-Núñez,Spain,37.6667,-4.7167
Adamankottai,India,12.0742,78.1237
Sidi El Hattab,Morocco,32.2667,-7.2833
Burlington,United States,48.4676,-122.3298
Hohenhameln,Germany,52.26,10.0664
Bhāgsar,India,30.4417,74.4023
Santa Ana,Venezuela,9.3056,-64.6548
Matawan,United States,40.4127,-74.2365
Tabernes Blanques,Spain,39.5083,-0.3656
Broni,Italy,45.0619,9.2611
Argelato,Italy,44.6425,11.3486
Racconigi,Italy,44.7667,7.6833
Çerkeş,Turkey,40.8139,32.8908
Brownsville,United States,35.589,-89.2578
Sallaumines,France,50.4203,2.8631
Aldenham,United Kingdom,51.6723,-0.3546
Kranídi,Greece,37.38,23.159
Godhra,India,20.9231,70.9214
Mādāri Hāt,India,26.7,89.2833
South Strabane,United States,40.1756,-80.191
Filadelfia,Colombia,5.3,-75.6
Huntington,United Kingdom,53.9926,-1.043
Vysokyi,Ukraine,49.8875,36.1211
Corró de Vall,Spain,41.6278,2.2972
Dobre Miasto,Poland,53.9875,20.3958
El Haouaria,Tunisia,37.05,11.0167
Tiptree,United Kingdom,51.81,0.75
Bochaha,India,25.5675,85.7393
Banská Štiavnica,Slovakia,48.4586,18.8931
Lançon-Provence,France,43.593,5.1286
Kudowa-Zdrój,Poland,50.4383,16.2397
Pinhel,Portugal,40.7833,-7.0667
Walker Mill,United States,38.8758,-76.8854
Wertingen,Germany,48.5333,10.6667
Gundi,India,18.6237,79.0923
Nambutalai,India,9.7277,79.0071
Uracoa,Venezuela,8.9943,-62.352
Kushijima,Japan,32.74,130.7572
Boujediane,Morocco,35.1114,-5.7823
Colonia Nicolich,Uruguay,-34.8167,-56.0167
Campo Erê,Brazil,-26.3939,-53.0778
Colmenarejo,Spain,40.5608,-4.0169
Shyroke,Ukraine,47.6844,33.2728
Aweitancun,China,47.7251,88.0499
Miltenberg,Germany,49.7039,9.2644
Sigatoka,Fiji,-18.15,177.5
Middletown,United States,38.241,-85.5214
Bala Cynwyd,United States,40.0116,-75.2283
Närpes,Finland,62.4667,21.3333
Csorna,Hungary,47.6167,17.25
Sabangan,Philippines,17.0044,120.9233
Villarrubia de los Ojos,Spain,39.2167,-3.6
Anantpur,India,16.889,75.0146
Bilāspur,India,30.32,77.32
Masku,Finland,60.5667,22.1
Tuzluca,Turkey,40.0494,43.6608
Port Elgin,Canada,44.4333,-81.3833
Flexeiras,Brazil,-9.2728,-35.715
Nowy Dwór Gdański,Poland,54.2167,19.1167
Saint-Zotique,Canada,45.25,-74.25
Basse-Goulaine,France,47.2161,-1.4642
Tadhwa Nandpur,India,26.7556,84.4326
Babhantoli,India,26.252,87.926
Widnau,Switzerland,47.3997,9.6333
Neuville-lès-Dieppe,France,49.9267,1.1014
Datori,Benin,10.4017,0.7828
Caernarfon,United Kingdom,53.14,-4.27
Boves,Italy,44.3333,7.55
Saint-Raymond,Canada,46.9,-71.8333
Judenburg,Austria,47.1725,14.6603
Caldas de Reyes,Spain,42.6028,-8.6383
Kāradka,India,12.5333,75.1333
Masar,India,25.5577,84.5767
Kfar Aabîda,Lebanon,34.2264,35.66
Władysławowo,Poland,54.8339,18.3156
Bowen,Australia,-20.0102,148.2416
Rāmpur,India,25.1826,86.1465
Epalinges,Switzerland,46.55,6.6667
Gāndlapenta,India,14.05,78.3089
Harīpur,India,26.258,87.242
Mangalam,India,11.6368,79.2806
Douar Lehouifrat,Morocco,32.28,-8.31
Muyinga,Burundi,-2.85,30.3333
